epoch,train_loss,val_mpjpe
1,0.11851108166044705,0.10752882809508081
2,0.11137422844767571,0.10743494731229894
3,0.11132198590530108,0.10735794789632161
4,0.11123721404639009,0.10710637708476946
5,0.11108822995056845,0.10725233313466988
6,0.11099994961325436,0.10679286822150735
7,0.11070254707377251,0.10609993383669386
8,0.11035671505617768,0.10603338493197571
9,0.11000559409595516,0.10537288082347197
10,0.10951185044768738,0.10500963164086435
11,0.10908554724022133,0.10441319785323798
12,0.1083380060244913,0.10374881908940334
13,0.10740165866605222,0.10200517286712048
14,0.10595112973696565,0.10018794756122663
15,0.10433745461783997,0.09827503094841453
16,0.10303944574847614,0.09881899452957453
17,0.10181902310211365,0.0960566198012408
18,0.10068753021833014,0.09561239889107498
19,0.09949214596250286,0.09524600825291053
20,0.09848835051876224,0.09368606493781595
21,0.09739491725212907,0.09295875882017846
22,0.0963168724452796,0.09280653702081418
23,0.09532732210338932,0.09241264295391008
24,0.09452408198522379,0.09159062487433939
25,0.09357794078755868,0.09098121940463197
26,0.09272838955974742,0.09061680148853975
27,0.09192504079578674,0.09138487823486328
28,0.09127379209313491,0.09163070006127451
29,0.09051101704268423,0.08999164652506511
30,0.08975729037535517,0.09134778015735102
31,0.08934316445295125,0.09013443172679228
32,0.08834443521520047,0.0915447013466031
33,0.08784806605887739,0.08995105047487745
34,0.08737547674713886,0.09047251510919309
35,0.08667868413031102,0.08996225069532207
36,0.08602217919103904,0.09050426343730851
37,0.08557763537009284,0.09295187836890127
38,0.08510849736630917,0.09128461599312576
39,0.08457286010355983,0.08940704036338656
40,0.08382272344746002,0.09256467606488396
41,0.08331022880563181,0.08952822664148667
42,0.08282664361575695,0.0907464717610677
43,0.08228243170943979,0.08951448446834788
44,0.08188003195475226,0.09070154125138825
45,0.08156091489714302,0.090816932145661
46,0.08094251583496186,0.08965019472608379
47,0.0804770476299606,0.08919216164981618
48,0.07999616956261739,0.0900373504518995
49,0.07976538900234928,0.0898205880617628
50,0.07934121881956108,0.08886806168500115
51,0.07884392049929051,0.0913337850114411
52,0.07862374487090601,0.09230127316942402
53,0.07792810290439488,0.09139041298660577
54,0.07749494559144321,0.0911025793277516
55,0.07736587588713593,0.09060642439299939
56,0.07705207935036862,0.09028797978419884
57,0.07651294535153533,0.08942143223182827
58,0.07614032311288461,0.09046830288756127
59,0.07582113541764755,0.09059095305199717
60,0.07554417521475928,0.09193341109331916
