epoch,train_loss,val_mpjpe
1,0.11913164971421843,0.10753295492733227
2,0.11137401730026285,0.10745855260512407
3,0.11136182058755666,0.10737081366445504
4,0.11122142210194509,0.10719567319982191
5,0.11106535413697974,0.10710013092041015
6,0.1108422129631859,0.1063687984750785
7,0.1106798122292512,0.10662628102620443
8,0.11040228414413047,0.10692617901371974
9,0.10999393154905267,0.10526286327885646
10,0.10945576232385962,0.10532868089264515
11,0.10882417051351234,0.10494758164349724
12,0.10822943021377472,0.10347133300182866
13,0.10725875776516249,0.10279453377518
14,0.10604762814632834,0.10216686686197916
15,0.10453800757045616,0.09974013652726715
16,0.10299944685746545,0.09842122532264859
17,0.10178236286729983,0.09781810636632583
18,0.10040240268388839,0.09746536359599993
19,0.09943444717624417,0.09543242996515013
20,0.09837511751341493,0.09587896906235639
21,0.09742846798713077,0.09456002267874923
22,0.09649356499518434,0.09547053406958486
23,0.09564054375641967,0.09375820441750919
24,0.09472089870131178,0.09382195477055569
25,0.09397346931573462,0.09345776233747893
26,0.0931805211183143,0.09274595859303193
27,0.09233030762574444,0.09293414337158203
28,0.09159188228723121,0.093074690581677
29,0.09072979522792445,0.0922711765124751
30,0.08986498854339939,0.09346060233321844
31,0.08926689293082446,0.0945679381606158
32,0.08851160289694185,0.09258563680013021
33,0.08783429203784629,0.09195475715786804
34,0.08707847144607812,0.09300774132822075
35,0.08643853780749726,0.09236573257147097
36,0.08590432408533684,0.09240296055812462
37,0.0852050873514724,0.09166233087876263
38,0.08484730979759399,0.09313055887858072
39,0.08406254078631532,0.09243525019626991
40,0.08353242907315901,0.09203971714393765
41,0.08284233286976814,0.09278773696600222
42,0.08231000891082907,0.09273623396331189
43,0.08199798664307757,0.0931500834685681
44,0.08154778739769165,0.0927501133518593
45,0.08099553535041744,0.09299634652530446
46,0.0804942344557749,0.0945054551487343
47,0.08010285089991681,0.09107380447686887
48,0.0795168078160041,0.09178710578469669
49,0.07924755656045594,0.0912662385708678
50,0.07876303426615179,0.09335338073730469
51,0.07841710575333197,0.09240015136120366
52,0.07794068498052147,0.09368860367120481
53,0.07759888407914606,0.09344431552064185
54,0.07723951064662574,0.09377474991742302
55,0.07683597806177728,0.09388645684335746
56,0.07636251994600035,0.09512515827253754
57,0.07604277809086728,0.09364595009598077
