epoch,train_loss,validation_macro_f1
1,2.201052665710449,0.06789519404129388
2,1.9499679207801819,0.07839447566064368
3,1.819595843553543,0.09226982503494856
4,1.7173064053058624,0.09447739383944904
5,1.6789970993995667,0.29156145138208744
6,1.6256444454193115,0.2987061693981238
7,1.5735672414302826,0.27388905496366317
8,1.5049493312835693,0.28928494689986095
9,1.450818032026291,0.510495557001197
10,1.3858038485050201,0.5999749198495463
11,1.3415230214595795,0.3872395626898079
12,1.2555965185165405,0.5216665289771596
13,1.183069497346878,0.5631089163252208
14,1.1270109415054321,0.44328964911379404
15,1.0568730533123016,0.5072829055891848
16,1.0080362856388092,0.6414449556450288
17,0.9724864512681961,0.6107093709520744
18,0.9243169128894806,0.5795945254044507
19,0.872158095240593,0.7238995976032234
20,0.8412220329046249,0.7087068728636251
21,0.8001537621021271,0.7807377853836152
22,0.7639707624912262,0.7853246784553386
23,0.7433360666036606,0.779367151496207
24,0.7077059298753738,0.769240359089029
25,0.6847949326038361,0.736253504167182
26,0.6613288819789886,0.8131677491779057
27,0.6320258378982544,0.7868700478999886
28,0.6194736808538437,0.8392459089894769
29,0.58685402572155,0.8739920940920719
30,0.567937433719635,0.8671453627026702
31,0.5478521138429642,0.868134642285821
32,0.5345855206251144,0.8729967663727545
33,0.52044577896595,0.8662105758243961
34,0.501264862716198,0.8725853950673825
35,0.47559496760368347,0.8322647704632546
36,0.458146795630455,0.8698263301783079
37,0.4522589147090912,0.8948390289935534
38,0.4365972578525543,0.8890723355758615
39,0.4218068793416023,0.8440801134674938
40,0.41671761870384216,0.8223635432912664
41,0.40448998659849167,0.8024902318339848
42,0.390808068215847,0.8916798388844437
43,0.3838276267051697,0.8951135832018882
44,0.3707081228494644,0.8488214012334707
45,0.367316797375679,0.8496744173340668
46,0.3579307869076729,0.8776054762993046
47,0.3587537184357643,0.8810774481933297
48,0.34937114268541336,0.8569499490556834
49,0.3495076671242714,0.8708921019027942
50,0.3367364704608917,0.8865176702059923
51,0.3416350856423378,0.8500044824800875
52,0.328689880669117,0.8820538150718928
53,0.32749543339014053,0.9019204700254716
54,0.3131957873702049,0.8572180184579413
55,0.3155191093683243,0.8580929764685792
56,0.3151736855506897,0.9064412287353056
57,0.31691262125968933,0.9035375313814564
58,0.3024480268359184,0.8634151845746987
59,0.3037601634860039,0.8938851768824814
60,0.28857865184545517,0.8205658820388122
