epoch,train_loss,validation_macro_f1
1,2.145200788974762,0.0967616934254348
2,1.9381073415279388,0.09101884293915655
3,1.8650766909122467,0.0791402921402027
4,1.750374585390091,0.07619137138700956
5,1.6553140580654144,0.24821975336656305
6,1.6082546412944794,0.22364352900166015
7,1.5842416882514954,0.22851660958574518
8,1.5368217527866364,0.2334704893527947
9,1.4980577528476715,0.23556739471527782
10,1.4344133734703064,0.22593918501026858
11,1.3719913065433502,0.2409044795387664
12,1.3130077123641968,0.2688665305946744
13,1.233537197113037,0.3320291419033486
14,1.1782568097114563,0.45281301205523233
15,1.1220819652080536,0.4623881363420984
16,1.064494177699089,0.56920953991973
17,1.0361491739749908,0.5754472528285257
18,0.971628800034523,0.6606362359348958
19,0.9192364513874054,0.6788391553590818
20,0.8883635103702545,0.7024652812027501
21,0.8369955569505692,0.7107155214993369
22,0.8091451525688171,0.7214687256508218
23,0.7764777839183807,0.7346702313332597
24,0.7479308545589447,0.7781219920949136
25,0.7058017402887344,0.7322794807267424
26,0.6788132339715958,0.8520697300733289
27,0.6565136313438416,0.8566194643884887
28,0.6233742237091064,0.8512427342235459
29,0.5893230438232422,0.8811746608686027
30,0.5773584395647049,0.7735841699005325
31,0.5520086735486984,0.8978339540723318
32,0.5462090596556664,0.8632983648474778
33,0.5244817733764648,0.879104283367349
34,0.5060518458485603,0.8888822287135939
35,0.4928518161177635,0.8954057966117259
36,0.496064230799675,0.8934535492807786
37,0.4705560430884361,0.8809456309987704
38,0.4640389457345009,0.8528482008151768
39,0.43872345983982086,0.9003266467929257
40,0.4381859079003334,0.8837760242725151
41,0.4454707130789757,0.8713587716754071
42,0.42156264930963516,0.8984959450268529
43,0.4107474014163017,0.8532382820571248
44,0.408167228102684,0.8964640549122516
45,0.3839438110589981,0.8873566002938549
46,0.3870500177145004,0.8920871099412153
47,0.3829961121082306,0.9082653287017501
48,0.37142089754343033,0.8704324039281213
49,0.36199406534433365,0.8943180387531775
50,0.3564293459057808,0.9063536978822129
51,0.3584514260292053,0.8999952936672433
52,0.370703786611557,0.8391822432959504
53,0.35900648683309555,0.8831126161367617
54,0.33607085049152374,0.9015699777205948
55,0.342262901365757,0.8974051017491481
56,0.34615421295166016,0.9106374553609172
57,0.335337869822979,0.9246142248607925
58,0.3182699605822563,0.8688761639137143
59,0.3241749629378319,0.8865868137909486
60,0.31891271471977234,0.907961528133323
